age,target_n,risk0,risk1,rd,rr,se_risk0,se_risk1,se_rd,se_log_rr,risk0_lower,risk0_upper,risk1_lower,risk1_upper,rd_lower,rd_upper,rr_lower,rr_upper,risk0_per1000,risk1_per1000,rd_per1000,risk0_lower_per1000,risk0_upper_per1000,risk1_lower_per1000,risk1_upper_per1000,rd_lower_per1000,rd_upper_per1000,rd_bonferroni_lower_per1000,rd_bonferroni_upper_per1000
25,130505,0.0794706784474189,0.0700915122492028,-0.00937916619821609,0.881979537843989,0.000540774287736722,0.000315159998242104,0.000632422896897819,0.00824579030504552,0.0784172172601753,0.080537055125294,0.069476321061274,0.0707117368139227,-0.0106186922991343,-0.00813964009729788,0.867840033082431,0.896349414087942,79.4706784474189,70.0915122492028,-9.37916619821609,78.4172172601753,80.537055125294,69.476321061274,70.7117368139227,-10.6186922991343,-8.13964009729788,-11.373551746858,-7.38478064957423
26,131877,0.080672229295141,0.0721487958231359,-0.00852343347200511,0.894344887373548,0.00057127012045072,0.000326687705421788,0.000664822096915403,0.00849587415829645,0.0795596250817013,0.0817990100173757,0.0715111141251269,0.0727917180817262,-0.0098264608380857,-0.00722040610592453,0.879575912300309,0.909361848574719,80.6722292951411,72.1487958231359,-8.52343347200511,79.5596250817013,81.7990100173757,71.5111141251269,72.7917180817262,-9.8264608380857,-7.22040610592453,-10.6199919442074,-6.42687499980279
27,130884,0.0821555590348668,0.0746830582475615,-0.00747250078730537,0.909044489805808,0.000627433131643321,0.00035998128833522,0.000729974767053652,0.00911727618910965,0.0809341627801094,0.0833937151571144,0.0739805644863185,0.0753916795572054,-0.00890322504035354,-0.00604177653425719,0.892944566795519,0.925434696816443,82.1555590348668,74.6830582475615,-7.47250078730537,80.9341627801094,83.3937151571144,73.9805644863185,75.3916795572054,-8.90322504035354,-6.04177653425719,-9.77452231977407,-5.17047925483666
28,126880,0.0840864204638171,0.077856699795677,-0.00622972066814011,0.925912880655673,0.000652627037224696,0.000380707647005295,0.000762667957946067,0.00926281444827855,0.0828160992233689,0.0853744134638836,0.0771137926216786,0.0786061544682785,-0.00772452239787711,-0.00473491893840311,0.909254802920033,0.942876144080688,84.0864204638171,77.856699795677,-6.22972066814011,82.816099223369,85.3744134638836,77.1137926216786,78.6061544682785,-7.72452239787711,-4.73491893840311,-8.63484224296126,-3.82459909331896
29,120282,0.0870768071107557,0.0822375999600518,-0.00483920715070389,0.944425992278877,0.000646598093837567,0.000382972953950362,0.000759757449130215,0.00886387967865496,0.0858178125917003,0.088352486697829,0.0814900986053651,0.082991338539375,-0.00632830438798514,-0.00335010991342265,0.928160288391461,0.960976747278974,87.0768071107557,82.2375999600518,-4.83920715070389,85.8178125917003,88.352486697829,81.4900986053651,82.991338539375,-6.32830438798514,-3.35010991342265,-7.23515025214907,-2.44326404925871
30,111577,0.089423393813269,0.086187939455918,-0.003235454357351,0.963818703144871,0.000626869202591123,0.000372471561417081,0.000738894533769404,0.00834680374230519,0.0882023405241439,0.0906596703319994,0.0854607032534401,0.08692077597201,-0.00468366103191254,-0.00178724768278945,0.948179447473452,0.979715912433199,89.423393813269,86.187939455918,-3.235454357351,88.2023405241439,90.6596703319994,85.4607032534401,86.92077597201,-4.68366103191254,-1.78724768278945,-5.56560493752245,-0.905303777179539
31,102027,0.0919984478439311,0.090485260088694,-0.00151318775523708,0.983552029510279,0.000638034259324555,0.000375105691302483,0.000751030494990527,0.00819973941893523,0.0907555383640284,0.0932566332967555,0.0897527510795732,0.0912231482703957,-0.0029851804767098,-4.11950337643591e-05,0.967871513893869,0.999486585633582,91.9984478439311,90.485260088694,-1.51318775523708,90.7555383640284,93.2566332967555,89.7527510795732,91.2231482703957,-2.9851804767098,-0.0411950337643591,-3.881609855616,0.855234345141836
32,91764,0.0952000999554994,0.0954817221378793,0.000281622182379884,1.00295821309549,0.000703755170694507,0.000410346751230805,0.00082612008230354,0.00867106180268059,0.093829677755008,0.0965884042968344,0.0946804813765855,0.0962890222852033,-0.00133754342584032,0.00190078779060009,0.986056994154606,1.02014912239238,95.2000999554995,95.4817221378793,0.281622182379884,93.829677755008,96.5884042968345,94.6804813765855,96.2890222852033,-1.33754342584032,1.90078779060009,-2.32359967418299,2.88684403894276
33,81398,0.0982475346791754,0.10034034636701,0.00209281168783416,1.02130141682097,0.000808989463448414,0.000474255556272848,0.000949112967169352,0.00960810288643679,0.0966733054967751,0.099844565220277,0.0994146402550926,0.101273702932446,0.000232584454922289,0.00395303892074604,1.00224870180183,1.04071632332906,98.2475346791754,100.34034636701,2.09281168783416,96.6733054967751,99.844565220277,99.4146402550926,101.273702932446,0.232584454922289,3.95303892074604,-0.900275999275605,5.08589937494394
34,70747,0.101723499697904,0.105569176497761,0.0038456767998571,1.03780519556718,0.000921772693512292,0.00054749356405432,0.00108325770312489,0.0105472946963528,0.0999310316720308,0.103544420578063,0.104500908768805,0.106647064126492,0.00172253071575674,0.00596882288395747,1.01657158693242,1.05948232056758,101.723499697904,105.569176497761,3.8456767998571,99.9310316720308,103.544420578063,104.500908768806,106.647064126492,1.72253071575674,5.96882288395747,0.429555215447873,7.26179838426633
35,59784,0.105372900232781,0.110829403394104,0.0054565031613234,1.05178279376642,0.00100973325870858,0.000607676178151265,0.0011899892072636,0.0111453904718811,0.103410191718132,0.10736839964688,0.109643970074186,0.112026040622896,0.00312416717309538,0.00778883914955142,1.02905618742772,1.07501131500731,105.372900232781,110.829403394104,5.4565031613234,103.410191718132,107.36839964688,109.643970074186,112.026040622896,3.12416717309538,7.78883914955142,1.70379703754472,9.20920928510209
36,50300,0.109934097902184,0.116806856180599,0.00687275827841566,1.06251707531662,0.00107002006661524,0.000646096296531157,0.00126188806273827,0.0112989794684943,0.107854363985585,0.112048898166345,0.115546474981841,0.11807915015847,0.00439950312292764,0.00934601343390368,1.03924563578543,1.0863096235051,109.934097902184,116.806856180599,6.87275827841566,107.854363985585,112.048898166345,115.546474981841,118.07915015847,4.39950312292764,9.34601343390368,2.89331457282905,10.8522019840023
37,39582,0.114727825517672,0.122786785160423,0.00805895964275044,1.07024415922107,0.00114378283175907,0.000682548647784611,0.00134361920025371,0.0115111609749515,0.112505044715945,0.116988733222847,0.12145526969125,0.124130835558366,0.00542551440131666,0.0106924048841842,1.04636823803477,1.09466487868371,114.727825517672,122.786785160423,8.05895964275044,112.505044715945,116.988733222847,121.45526969125,124.130835558366,5.42551440131666,10.6924048841842,3.82177163294204,12.2961476525588
38,30385,0.119871294335853,0.128882283063629,0.00901098872777577,1.07517219846254,0.00130884464061422,0.00076488748359412,0.00152612729233371,0.0125077243554464,0.117329623461142,0.122460385693136,0.127390545609516,0.130388878528413,0.00601983419897806,0.0120021432565735,1.04913513531161,1.10185544019876,119.871294335853,128.882283063629,9.01098872777577,117.329623461142,122.460385693136,127.390545609516,130.388878528413,6.01983419897806,12.0021432565735,4.19824992254231,13.8237275330092
39,22837,0.124838839868553,0.134554208271814,0.00971536840326133,1.07782328331063,0.00162956992313922,0.000939992770824542,0.00189002259162895,0.0148716315314599,0.121679812600776,0.128067922705741,0.132722485046622,0.136407235313591,0.00601099219370154,0.0134197446128211,1.04686048066252,1.10970186715934,124.838839868553,134.554208271814,9.71536840326133,121.679812600776,128.067922705741,132.722485046621,136.407235313591,6.01099219370154,13.4197446128211,3.75506278839292,15.6756740181297
40,15853,0.13090024983884,0.141162639678694,0.0102623898398535,1.07839855044194,0.00214467844598963,0.00123380898554048,0.00248091214625653,0.0186176458441883,0.126753777756683,0.135161369834784,0.138761683017776,0.143598212782597,0.00539989138438273,0.0151248882953243,1.03975717640821,1.11847598649198,130.90024983884,141.162639678694,10.2623898398535,126.753777756683,135.161369834784,138.761683017776,143.598212782597,5.39989138438273,15.1248882953243,2.43867669440183,18.0861029853052
41,10370,0.136894144511179,0.147467318695936,0.0105731741847568,1.07723613177548,0.00282471388355571,0.00162975315595661,0.00326586819349312,0.023440086934595,0.131451405675728,0.142525259625716,0.144301586959851,0.150690270783205,0.00417219014725538,0.0169741582222582,1.02886566321268,1.12788066031777,136.894144511179,147.467318695936,10.5731741847568,131.451405675728,142.525259625716,144.301586959851,150.690270783205,4.17219014725538,16.9741582222582,0.274052567210161,20.8722958023034
42,6233,0.142685409734275,0.153382320308886,0.0106969105746115,1.07496849603987,0.00365064720493954,0.00211427260621313,0.00422232431418503,0.0290863391342967,0.135678711160398,0.149991154943838,0.149284100618715,0.157572207552566,0.00242130698776109,0.018972514161462,1.01540056300319,1.13803095013116,142.685409734275,153.382320308886,10.6969105746115,135.678711160398,149.991154943838,149.284100618715,157.572207552566,2.42130698776109,18.972514161462,-2.61845582846538,24.0122769776884
43,3273,0.148485067019355,0.159173638092044,0.0106885710726883,1.0719841482194,0.00461116680681519,0.00267892657980992,0.00533613556445206,0.0353429996796808,0.139672524190519,0.157751677843317,0.153992973698737,0.164494703341533,0.00022993754973894,0.0211472045956376,1.00024029781962,1.14887394213035,148.485067019355,159.173638092044,10.6885710726883,139.672524190519,157.751677843317,153.992973698737,164.494703341533,0.22993754973894,21.1472045956376,-6.13926945544579,27.5164116008224
44,1704,0.155323414445954,0.165881678167569,0.0105582637216149,1.06797599550124,0.00568207411062374,0.00330625308471221,0.00657665799013261,0.041675929939253,0.14450963196518,0.166788637065587,0.159502527993527,0.172463606021503,-0.00233174907768257,0.0234482765209124,0.984207965172754,1.15887370081044,155.323414445954,165.881678167569,10.5582637216149,144.50963196518,166.788637065587,159.502527993527,172.463606021504,-2.33174907768257,23.4482765209124,-10.1816426262094,31.2981700694392
45,701,0.153987749292273,0.163987799942804,0.01000005065053,1.06494055985941,0.00660966410797522,0.00385157752705085,0.00765173910554984,0.0489398619568761,0.141473928164726,0.167392640550557,0.156577818003925,0.171677077134316,-0.00499708241544438,0.0249971837165044,0.967537222859383,1.17214962818902,153.987749292274,163.987799942804,10.00005065053,141.473928164726,167.392640550557,156.577818003925,171.677077134316,-4.99708241544438,24.9971837165044,-14.1301918959413,34.1302931970014
