"model_id","label","contrast_group","family","covariance","fit_n","reference_n","fitted_null_ages","n_isolated_roots","has_zero_intervals","unique_regular_interior_root","full_95_fixed_null_age_set","fixed_null_age_set_components","full_95_simultaneous_outer_set","simultaneous_outer_set_components","simultaneous_strict_negative_intervals","simultaneous_strict_positive_intervals","simultaneous_reversal","omnibus_age_interaction_statistic","omnibus_df","omnibus_p","omnibus_log_p","age_knots","comparison","formula"
"reporting_years_shared_augmented_inclusive","reporting_years shared_augmented inclusive","within_prepregnancy_smokers","original_16_models","model",780311,775128,"30.187418",1,FALSE,TRUE,"[15.000, 15.925] U [28.796, 31.641] U [39.670, 44.000]",3,"[15.000, 17.407] U [27.784, 33.689] U [37.986, 44.000]",3,"(17.407, 27.784)","(33.689, 37.986)",TRUE,98.193832613267,4,2.38391718002702e-20,-45.1829568512028,"21,27,35","Shared live reference within tier/period; root differences descriptive here; overlapping fits not independent","Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 44), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5"
"age_spec_fewer_age_knots","Two age knots (22,32)","within_prepregnancy_smokers","same_record_age_specification","HC0",1979858,1979858,"31.753554",1,FALSE,TRUE,"[30.831, 32.885]",1,"[15.000, 15.951] U [30.378, 33.623] U [42.784, 44.000]",3,"(15.951, 30.378)","(33.623, 42.784)",TRUE,224.347673623584,3,2.30592690159195e-48,-109.688601741593,"22,32","Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison","Y ~ A * splines::ns(age, knots = c(22, 32), Boundary.knots = c(15, 44), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5"
"age_spec_fewer_age_knots","Two age knots (22,32)","within_prepregnancy_smokers","same_record_age_specification","model",1979858,1979858,"31.753554",1,FALSE,TRUE,"[30.836, 32.880]",1,"[15.000, 15.960] U [30.385, 33.614] U [42.925, 44.000]",3,"(15.960, 30.385)","(33.614, 42.925)",TRUE,226.127696897263,3,9.50647364796255e-49,-110.574696553547,"22,32","Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison","Y ~ A * splines::ns(age, knots = c(22, 32), Boundary.knots = c(15, 44), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5"
"age_spec_shifted_age_knots","Shifted age knots (23,29,36)","within_prepregnancy_smokers","same_record_age_specification","HC0",1979858,1979858,"31.857603",1,FALSE,TRUE,"[30.992, 32.809] U [42.159, 44.000]",2,"[15.000, 15.914] U [30.345, 33.749] U [40.456, 44.000]",3,"(15.914, 30.345)","(33.749, 40.456)",TRUE,225.078999783921,4,1.51308448374e-47,-107.807349098914,"23,29,36","Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison","Y ~ A * splines::ns(age, knots = c(23, 29, 36), Boundary.knots = c(15, 44), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5"
"age_spec_shifted_age_knots","Shifted age knots (23,29,36)","within_prepregnancy_smokers","same_record_age_specification","model",1979858,1979858,"31.857603",1,FALSE,TRUE,"[30.994, 32.802] U [42.210, 44.000]",2,"[15.000, 15.937] U [30.347, 33.729] U [40.507, 44.000]",3,"(15.937, 30.347)","(33.729, 40.507)",TRUE,227.009988147969,4,5.81074522256115e-48,-108.764375635575,"23,29,36","Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison","Y ~ A * splines::ns(age, knots = c(23, 29, 36), Boundary.knots = c(15, 44), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5"
"age_spec_more_age_knots","Four age knots (20,25,30,36)","within_prepregnancy_smokers","same_record_age_specification","HC0",1979858,1979858,"31.968563",1,FALSE,TRUE,"[15.000, 16.106] U [30.975, 32.912] U [41.932, 44.000]",3,"[15.000, 17.176] U [30.133, 33.933] U [40.232, 44.000]",3,"(17.176, 30.133)","(33.933, 40.232)",TRUE,225.338848823775,5,1.06692172442053e-46,-105.854136668528,"20,25,30,36","Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison","Y ~ A * splines::ns(age, knots = c(20, 25, 30, 36), Boundary.knots = c(15, 44), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5"
"age_spec_more_age_knots","Four age knots (20,25,30,36)","within_prepregnancy_smokers","same_record_age_specification","model",1979858,1979858,"31.968563",1,FALSE,TRUE,"[15.000, 16.124] U [30.977, 32.907] U [41.972, 44.000]",3,"[15.000, 17.190] U [30.135, 33.911] U [40.276, 44.000]",3,"(17.190, 30.135)","(33.911, 40.276)",TRUE,227.292288251274,5,4.06932195072514e-47,-106.818022982018,"20,25,30,36","Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison","Y ~ A * splines::ns(age, knots = c(20, 25, 30, 36), Boundary.knots = c(15, 44), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5"
"age_spec_age_by_bmi_nuisance","Original age spline plus age-by-BMI nuisance interaction","within_prepregnancy_smokers","same_record_age_specification","HC0",1979858,1979858,"31.818016",1,FALSE,TRUE,"[15.000, 15.126] U [30.987, 32.856] U [42.452, 44.000]",3,"[15.000, 16.572] U [30.424, 33.886] U [40.385, 44.000]",3,"(16.572, 30.424)","(33.886, 40.385)",TRUE,220.106474180166,4,1.7783516348184e-46,-105.343227390324,"21,27,35","Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison","Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 44), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5 + splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 44), intercept = FALSE):splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE)"
"age_spec_age_by_bmi_nuisance","Original age spline plus age-by-BMI nuisance interaction","within_prepregnancy_smokers","same_record_age_specification","model",1979858,1979858,"31.818016",1,FALSE,TRUE,"[15.000, 15.160] U [30.990, 32.849] U [42.493, 44.000]",3,"[15.000, 16.601] U [30.428, 33.872] U [40.424, 44.000]",3,"(16.601, 30.428)","(33.872, 40.424)",TRUE,221.190611425391,4,1.03923779037672e-46,-105.880426727139,"21,27,35","Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison","Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 44), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5 + splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 44), intercept = FALSE):splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE)"
"prepregnancy_main","Prepregnancy smoking only,2016-2024","prepregnancy_only","prepregnancy_only","HC0",30068330,30068330,"28.570922",1,FALSE,TRUE,"[28.219, 28.902]",1,"[27.964, 29.122]",1,"[15.000, 27.964)","(29.122, 44.000]",TRUE,1883.69509580175,4,0,-934.998643298436,"21,27,35","Smoking versus abstinence before pregnancy, irrespective of T1 status; different population and contrast","Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 44), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity"
"prepregnancy_main","Prepregnancy smoking only,2016-2024","prepregnancy_only","prepregnancy_only","model",30068330,30068330,"28.570922",1,FALSE,TRUE,"[28.221, 28.901]",1,"[27.966, 29.119]",1,"[15.000, 27.966)","(29.119, 44.000]",TRUE,1918.96690040692,4,0,-952.616013451796,"21,27,35","Smoking versus abstinence before pregnancy, irrespective of T1 status; different population and contrast","Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 44), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity"
