"age","target_n","risk0","risk1","rd","rr","se_risk0","se_risk1","se_rd","se_log_rr","risk0_lower","risk0_upper","risk1_lower","risk1_upper","rd_lower","rd_upper","rr_lower","rr_upper","risk0_per1000","risk1_per1000","rd_per1000","risk0_lower_per1000","risk0_upper_per1000","risk1_lower_per1000","risk1_upper_per1000","rd_lower_per1000","rd_upper_per1000","rd_bonferroni_lower_per1000","rd_bonferroni_upper_per1000","sparse_age_arm","contrast","covariance"
37,39582,0.114789866114679,0.122803920186501,0.00801405407182197,1.06981499624554,0.00113287818332451,0.000677541934433676,0.00133194443675907,0.0114053484915768,0.112588086592706,0.117029025403711,0.121482125334637,0.124138064703594,0.00540349094636571,0.0106246171972782,1.04616558957346,1.09399901659781,114.789866114679,122.803920186501,8.01405407182197,112.588086592706,117.029025403711,121.482125334637,124.138064703594,5.40349094636571,10.6246171972782,3.82644701918014,12.2016611244638,FALSE,"primary","model"
38,30385,0.12005436704852,0.128943614456928,0.00888924740840763,1.07404351567499,0.00130431268105623,0.000762590981834368,0.00152156105651895,0.0124540089848805,0.117521373810306,0.122634368266984,0.127456329462692,0.130445659951532,0.00590704253735178,0.0118714522794635,1.04814412844037,1.10058287048747,120.05436704852,128.943614456928,8.88924740840763,117.521373810306,122.634368266984,127.456329462692,130.445659951532,5.90704253735178,11.8714522794635,4.10548944114007,13.6730053756752,FALSE,"primary","model"
39,22837,0.12516782622314,0.13467539230568,0.00950756608254022,1.07595854597323,0.00164125601141797,0.00094576223462772,0.00190341202216222,0.0149437591666415,0.121986285674877,0.128420208383133,0.132832480178566,0.136539847031354,0.00577694707136171,0.0132381850937187,1.04490158629741,1.10793859233679,125.16782622314,134.67539230568,9.50756608254022,121.986285674877,128.420208383133,132.832480178566,136.539847031354,5.77694707136171,13.2381850937187,3.52327620669191,15.4918559583885,FALSE,"primary","model"
40,15853,0.131396015255977,0.141359934563057,0.00996391930707957,1.075831213661,0.00217573008534268,0.00124884197286174,0.00251584602971627,0.018819576693523,0.127190077728862,0.135719408334965,0.138929906335787,0.143825367069122,0.00503295169818761,0.0148948869159715,1.03687138164598,1.11625493843794,131.396015255977,141.359934563057,9.96391930707957,127.190077728862,135.719408334965,138.929906335787,143.825367069122,5.03295169818761,14.8948869159715,2.05414898435064,17.8736896298085,FALSE,"primary","model"
41,10370,0.137569275602966,0.147758526276985,0.0101892506740188,1.07406632497961,0.00287216059049541,0.00165142832759223,0.00331848376452313,0.0237184394991611,0.132036132129592,0.14329601152854,0.144551003242043,0.151024657553264,0.00368514201227254,0.016693359335765,1.02527868361962,1.12517551460496,137.569275602966,147.758526276985,10.1892506740188,132.036132129592,143.29601152854,144.551003242043,151.024657553264,3.68514201227254,16.693359335765,-0.243996864600715,20.6224982126382,FALSE,"primary","model"
42,6233,0.143543731926597,0.153784893421315,0.0102411614947183,1.07134523644652,0.00370747073334278,0.00213765250261135,0.00428387030049144,0.0293593555622498,0.136429189822691,0.150964426919315,0.149641711169979,0.158021472234022,0.00184492999131436,0.0186373929981223,1.01143671445636,1.13480220685242,143.543731926597,153.784893421315,10.2411614947183,136.429189822691,150.964426919315,149.641711169979,158.021472234022,1.84492999131436,18.6373929981223,-3.2272422823874,23.7095652718241,FALSE,"primary","model"
43,3273,0.149521269520078,0.159704699718091,0.0101834301980132,1.06810690031391,0.00466690747512196,0.00269692218881611,0.00539389037784006,0.0355116871764928,0.140602973909817,0.158900650419878,0.154489407518145,0.165061680565739,-0.000388400679110472,0.0207552610751368,0.996293089180022,1.1450971234149,149.521269520078,159.704699718091,10.1834301980132,140.602973909817,158.900650419878,154.489407518145,165.061680565739,-0.388400679110472,20.7552610751368,-6.77485482052751,27.1417152165539,FALSE,"primary","model"
44,1704,0.156524198182174,0.166562245061106,0.0100380468789317,1.06413095863458,0.00572178443619795,0.00330977657275542,0.00661317132587969,0.0416257848610707,0.14563398380248,0.168068564375324,0.160175874123225,0.173150748403925,-0.00292353074338546,0.0229996245012489,0.980760905515746,1.15458792327073,156.524198182174,166.562245061106,10.0380468789317,145.63398380248,168.068564375324,160.175874123225,173.150748403925,-2.92353074338546,22.9996245012489,-10.7536334046445,30.8297271625079,FALSE,"primary","model"
15,40161,0.0804086111104533,0.066540776669698,-0.0138678344407554,0.827532968804724,0.000507272974256396,0.00212348261376107,0.00218287042350263,0.0325255562356222,0.0794199669939388,0.0814084738479473,0.0624977664544601,0.0708255722282636,-0.0181461818537382,-0.0095894870277725,0.776424983261105,0.882005125057219,80.4086111104533,66.540776669698,-13.8678344407554,79.4199669939388,81.4084738479473,62.4977664544601,70.8255722282636,-18.1461818537382,-9.5894870277725,-20.7307360214738,-7.00493286003696,FALSE,"broad","HC0"
16,98382,0.0797362944098456,0.0660678114750006,-0.0136684829348451,0.82857890455018,0.000395275368874029,0.0016530778657478,0.00169914439959659,0.0255005185168233,0.0789649984221008,0.080514465508481,0.0629007295108043,0.0693825508639526,-0.0169987447625874,-0.0103382211071028,0.788184320911485,0.871043717631472,79.7362944098456,66.0678114750006,-13.6684829348451,78.9649984221008,80.514465508481,62.9007295108043,69.3825508639526,-16.9987447625874,-10.3382211071028,-19.0105594320606,-8.3264064376296,FALSE,"broad","HC0"
17,195994,0.0810983548217847,0.0673480240531937,-0.013750330768591,0.830448708869525,0.00029887469346863,0.00124763323757841,0.00128264738917555,0.0188846416682416,0.0805144967336718,0.0816860706742385,0.06494351163765,0.0698349138101204,-0.0162642734562394,-0.0112363880809426,0.800273024665819,0.861762219651281,81.0983548217847,67.3480240531938,-13.750330768591,80.5144967336718,81.6860706742385,64.94351163765,69.8349138101204,-16.2642734562394,-11.2363880809426,-17.7829488754195,-9.71771266176244,FALSE,"broad","HC0"
18,369890,0.0833504837722074,0.0694448935694906,-0.0139055902027168,0.833167252625431,0.000216391377042469,0.000896972050623322,0.000922616214931979,0.013173571824926,0.0829273442115759,0.0837755851820094,0.0677073202577383,0.0712236516226512,-0.0157138847555361,-0.0120972956498975,0.811930446239074,0.854959527706896,83.3504837722074,69.4448935694906,-13.9055902027168,82.9273442115759,83.7755851820094,67.7073202577383,71.2236516226512,-15.7138847555361,-12.0972956498975,-16.8062773949932,-11.0049030104404,FALSE,"broad","HC0"
19,635199,0.0858796288543221,0.0718727932604812,-0.014006835593841,0.836901535548077,0.000160552467393544,0.0006298240522425,0.000649207648635424,0.00895133156303736,0.0855654737068171,0.0861948287057569,0.0706480985260038,0.0731170479536835,-0.0152792592036543,-0.0127344119840276,0.822346744468651,0.851713933220818,85.8796288543221,71.8727932604812,-14.006835593841,85.5654737068171,86.1948287057569,70.6480985260039,73.1170479536835,-15.2792592036543,-12.7344119840276,-16.0479316433652,-11.9657395443167,FALSE,"broad","HC0"
20,834055,0.0855696360585358,0.0719961642749592,-0.0135734717835766,0.841375137153893,0.000132334184921996,0.000480251371492758,0.000497763002681583,0.00684286698709552,0.0853106218748792,0.0858293628515803,0.0710605459797632,0.0729431340729359,-0.014549069341669,-0.0125978742254841,0.830166139221721,0.852735480255071,85.5696360585358,71.9961642749593,-13.5734717835766,85.3106218748792,85.8293628515803,71.0605459797632,72.9431340729359,-14.549069341669,-12.5978742254841,-15.1384288516398,-12.0085147155133,FALSE,"broad","HC0"
21,972880,0.084283899450285,0.0714129603846293,-0.0128709390656557,0.847290655159499,0.00012644405329574,0.000449051000520277,0.000466741156164777,0.00646730176438969,0.0840364042455057,0.0845320562838591,0.0705378274687024,0.0722981061617489,-0.0137857349218413,-0.0119561432094702,0.836618452785988,0.858098995940095,84.283899450285,71.4129603846293,-12.8709390656557,84.0364042455057,84.5320562838591,70.5378274687024,72.2981061617489,-13.7857349218413,-11.9561432094702,-14.3383640598016,-11.4035140715098,FALSE,"broad","HC0"
22,1121260,0.0832373074206987,0.0711798882687958,-0.0120574191519029,0.855144051080819,0.000121656443469834,0.000440108989226834,0.000457122013354683,0.00635961239175969,0.0829991754760338,0.083476060392132,0.0703221019226173,0.0720473269894389,-0.0129533618346185,-0.0111614764691873,0.844551168158642,0.86586979649,83.2373074206987,71.1798882687958,-12.0574191519029,82.9991754760338,83.476060392132,70.3221019226173,72.0473269894389,-12.9533618346185,-11.1614764691873,-13.4946017506753,-10.6202365531304,FALSE,"broad","HC0"
23,1242664,0.082501780615523,0.0713869580455141,-0.0111148225700089,0.86527778567827,0.00010995011245342,0.000406757175724278,0.000421926749846057,0.00585868410886131,0.0822865383339067,0.0827175351726982,0.0705938264665677,0.0721883084435563,-0.0119417838038212,-0.0102878613361966,0.855398793242821,0.875270870502334,82.501780615523,71.3869580455141,-11.1148225700089,82.2865383339068,82.7175351726982,70.5938264665677,72.1883084435563,-11.9417838038212,-10.2878613361966,-12.441351954112,-9.78829318590574,FALSE,"broad","HC0"
24,1360984,0.0820387023727453,0.0720209967532721,-0.0100177056194732,0.877890491563879,9.511260490405e-05,0.000359695364037114,0.000372686107376767,0.00513482699002835,0.0818524778585631,0.0822253126274518,0.071319181634934,0.072729177215057,-0.0107481569674701,-0.00928725427147628,0.869099645038176,0.886770256527278,82.0387023727453,72.0209967532721,-10.0177056194732,81.8524778585631,82.2253126274518,71.319181634934,72.729177215057,-10.7481569674701,-9.28725427147628,-11.1894233943302,-8.84598784461611,FALSE,"broad","HC0"
25,1485728,0.0818334791164876,0.0731058068668605,-0.00872767224962713,0.893348390611579,8.48519352383883e-05,0.000330401820859344,0.000341754703425429,0.00464468310295289,0.0816673262324265,0.081999939855746,0.0724608672692503,0.0737560303070547,-0.00939749915988814,-0.00805784533936612,0.885252777266922,0.901518038127164,81.8334791164876,73.1058068668605,-8.72767224962713,81.6673262324265,81.999939855746,72.4608672692503,73.7560303070547,-9.39749915988814,-8.05784533936612,-9.80214230020982,-7.65320219904444,FALSE,"broad","HC0"
26,1599762,0.081626144732375,0.0744330355396437,-0.00719310919273138,0.911877386634942,8.41023324768023e-05,0.0003399501012388,0.000350809996378381,0.00468949448675643,0.0814614587615892,0.0817911339931092,0.0737694818321719,0.0751020739290277,-0.00788068415104963,-0.00650553423441312,0.903534501912677,0.920297306296483,81.6261447323751,74.4330355396437,-7.19310919273138,81.4614587615892,81.7911339931092,73.7694818321719,75.1020739290277,-7.88068415104963,-6.50553423441312,-8.29604890585178,-6.09016947961097,FALSE,"broad","HC0"
27,1705131,0.0813400315057868,0.075961515301427,-0.00537851620435979,0.933876148007428,8.83383892297817e-05,0.000369947616999039,0.000380869023124325,0.00499624332313953,0.0811670593157284,0.0815133396093452,0.0752395999655287,0.0766897829058755,-0.00612500577251042,-0.00463202663620916,0.924775835939309,0.943066012242157,81.3400315057868,75.961515301427,-5.37851620435979,81.1670593157284,81.5133396093452,75.2395999655287,76.6897829058755,-6.12500577251042,-4.63202663620916,-6.57596090501792,-4.18107150370166,FALSE,"broad","HC0"
28,1801255,0.0808553569713606,0.0775857274084448,-0.00326962956291584,0.959561992112978,8.87320057083032e-05,0.000383589781392166,0.000394176624006951,0.00507008072515887,0.080681615927928,0.0810294391747548,0.076837233634147,0.0783408937280841,-0.00404220154951704,-0.00249705757631463,0.950073876690826,0.969144862623627,80.8553569713607,77.5857274084448,-3.26962956291584,80.681615927928,81.0294391747548,76.837233634147,78.3408937280841,-4.04220154951704,-2.49705757631463,-4.50891309841713,-2.03034602741454,FALSE,"broad","HC0"
29,1867931,0.0804585159912372,0.079523725530963,-0.000934790460274226,0.988381708899825,8.38809900068579e-05,0.000375197426997198,0.000384909651110063,0.00483746474832006,0.0802942654657875,0.0806230730550672,0.0787914514866838,0.0802622122483608,-0.00168919951375183,-0.000180381406796625,0.979054893053121,0.997797375223102,80.4585159912372,79.523725530963,-0.934790460274226,80.2942654657875,80.6230730550672,78.7914514866838,80.2622122483608,-1.68919951375183,-0.180381406796625,-2.1449388156669,0.275357895118447,FALSE,"broad","HC0"
30,1891101,0.0801497613630417,0.0817095585876157,0.00155979722457396,1.0194610339201,7.69414421474055e-05,0.000359137658749293,0.000367748361450075,0.0045046567982495,0.0799990883554706,0.0803006933838054,0.0810084181600548,0.0824162232661577,0.000839023680758194,0.00228057076838972,1.01049986517741,1.02850167080326,80.1497613630417,81.7095585876157,1.55979722457396,79.9990883554706,80.3006933838054,81.0084181600548,82.4162232661577,0.839023680758194,2.28057076838972,0.40360362557297,2.71599082357495,FALSE,"broad","HC0"
31,1886171,0.0796934524330429,0.0838239644202355,0.00413051198719258,1.05183000436156,7.24963976478239e-05,0.00035631739577337,0.000364096723496427,0.00435302997176466,0.0795514777566569,0.0798356585129964,0.0831282329871988,0.0845249818928188,0.00341689552225055,0.00484412845213462,1.04289419349571,1.06084237976899,79.6934524330429,83.8239644202355,4.13051198719258,79.5514777566569,79.8356585129965,83.1282329871988,84.5249818928188,3.41689552225055,4.84412845213462,2.98579906593338,5.27522490845179,FALSE,"broad","HC0"
32,1798093,0.0794631237028544,0.086167071874035,0.00670394817118063,1.08436552527496,7.44505057986601e-05,0.000383470960042095,0.0003911538571301,0.00455442802772368,0.0793173257518997,0.0796091664804991,0.0854184453642122,0.0869216359468048,0.00593730069879171,0.00747059564356955,1.07472899455781,1.09408846170438,79.4631237028544,86.167071874035,6.70394817118063,79.3173257518997,79.6091664804991,85.4184453642122,86.9216359468048,5.93730069879171,7.47059564356955,5.47416815515256,7.93372818720869,FALSE,"broad","HC0"
33,1665495,0.0796252246116656,0.0888460536059277,0.0092208289942621,1.11580286321618,8.22239240754066e-05,0.000436271672361052,0.000444513717218807,0.00502484650936699,0.0794642175842014,0.0797865295894578,0.0879946821758858,0.089704852060922,0.00834959811787922,0.010092059870645,1.10486779392554,1.12684615879511,79.6252246116656,88.8460536059278,9.2208289942621,79.4642175842014,79.7865295894578,87.9946821758858,89.704852060922,8.34959811787922,10.092059870645,7.82328662999438,10.6183713585298,FALSE,"broad","HC0"
34,1508275,0.0802540675379163,0.0918705526601223,0.011616485122206,1.14474637209781,9.17946970909622e-05,0.00049530140675886,0.000504300438395836,0.00551829316979403,0.0800743372083755,0.0804341660074128,0.0909043788887036,0.0928459466059991,0.0106280744255624,0.0126048958188496,1.13243190384907,1.15719475226455,80.2540675379163,91.8705526601223,11.616485122206,80.0743372083755,80.4341660074128,90.9043788887036,92.8459466059991,10.6280744255624,12.6048958188496,10.0309744851292,13.2019957592828,FALSE,"broad","HC0"
35,1321363,0.0818587346772985,0.0957418931984071,0.0138831585211086,1.16959898752208,9.96369065013515e-05,0.000543034375143112,0.000552680743134113,0.00580804902122158,0.0816636619789611,0.0820542317168034,0.0946828420014837,0.0968115234028311,0.0127999241696169,0.0149663928726003,1.15636027405122,1.18298926581084,81.8587346772985,95.7418931984071,13.8831585211086,81.6636619789611,82.0542317168034,94.6828420014837,96.8115234028311,12.7999241696169,14.9663928726003,12.1455411596523,15.6207758825649,FALSE,"broad","HC0"
36,1103345,0.0840806123171605,0.0999900776029857,0.0159094652858253,1.18921681047961,0.000103733709546397,0.000569883534177562,0.000579882999498861,0.00583891041505731,0.0838775211057242,0.0842841500292117,0.0988786586286217,0.101112587419173,0.0147729154915605,0.0170460150800901,1.17568492642868,1.20290444364481,84.0806123171605,99.9900776029857,15.9094652858253,83.8775211057242,84.2841500292118,98.8786586286217,101.112587419173,14.7729154915605,17.0460150800901,14.0863245665944,17.7326060050562,FALSE,"broad","HC0"
37,882785,0.086900979634635,0.104601406323839,0.0177004266892037,1.20368500750651,0.00010769373416946,0.000599362870936429,0.000609631502326434,0.00587011026647108,0.0866901356108446,0.0871122875523425,0.103432489001829,0.105781975266401,0.0165055709008028,0.0188952824776045,1.18991572617791,1.21761362205857,86.900979634635,104.601406323839,17.7004266892037,86.6901356108446,87.1122875523425,103.432489001829,105.781975266401,16.5055709008028,18.8952824776045,15.7837572635131,19.6170961148943,FALSE,"broad","HC0"
38,688250,0.0903112270365024,0.109596539083323,0.0192853120468203,1.2135427972762,0.000118911526327679,0.000677403115989048,0.000688356107383563,0.00632611349299663,0.0900784354407069,0.0905445603756293,0.108275888510671,0.110931293886307,0.0179361588678103,0.0206344652258303,1.19858903231868,1.22868312750369,90.3112270365024,109.596539083323,19.2853120468203,90.0784354407069,90.5445603756293,108.275888510671,110.931293886307,17.9361588678103,20.6344652258303,17.1211340147228,21.4494900789178,FALSE,"broad","HC0"
39,526483,0.0939001733360567,0.114522625876453,0.0206224525403967,1.21962102739248,0.000144524941338274,0.000844064642936533,0.000856757690942571,0.00753360925380124,0.0936172923765304,0.094183820248608,0.112878664251816,0.116187394317327,0.0189432383226716,0.0223016667581219,1.2017448884884,1.23776307659514,93.9001733360567,114.522625876453,20.6224525403967,93.6172923765304,94.1838202486081,112.878664251816,116.187394317327,18.9432383226716,22.3016667581219,17.9288232492785,23.316081831515,FALSE,"broad","HC0"
40,375841,0.0984306949152868,0.120291210251217,0.0218605153359303,1.22209042976629,0.000188768323024503,0.00111751933535576,0.00113359711174263,0.0094884871576126,0.0980613347196021,0.0988012939509523,0.118118069435838,0.122498778917253,0.0196387058239361,0.0240823248479244,1.19957312742252,1.24503040655419,98.4306949152868,120.291210251217,21.8605153359303,98.0613347196021,98.8012939509523,118.118069435838,122.498778917253,19.6387058239361,24.0823248479244,18.296508363133,25.4245223087275,FALSE,"broad","HC0"
41,255445,0.1029230173326,0.125784435931375,0.0228614185987749,1.22212153501969,0.000249459875333252,0.00148187262039148,0.0015028420769161,0.0120289366205952,0.102435112029375,0.103412978810282,0.122908610979213,0.128717674679592,0.019915902253568,0.0258069349439819,1.19364545149929,1.25127695538307,102.9230173326,125.784435931375,22.8614185987749,102.435112029375,103.412978810282,122.908610979213,128.717674679592,19.915902253568,25.8069349439819,18.1365127343728,27.5863244631771,FALSE,"broad","HC0"
42,163280,0.108031015414749,0.131806896047914,0.0237758806331645,1.22008383927416,0.00032559348033893,0.00192961482647402,0.00195691373435023,0.014946931344395,0.107394518487745,0.108670825413356,0.128070724455453,0.135635107058219,0.0199404001929862,0.0276113610733427,1.18485941448787,1.25635544323324,108.031015414749,131.806896047914,23.7758806331645,107.394518487745,108.670825413356,128.070724455453,135.635107058219,19.9404001929862,27.6113610733427,17.6233824288726,29.9283788374563,FALSE,"broad","HC0"
43,96885,0.112575392138903,0.13702906913812,0.0244536769992168,1.21722044697872,0.000412261046954909,0.00243274010683372,0.00246734639327948,0.0181265345402484,0.111769903740793,0.113385944407353,0.132330390116656,0.141867306539524,0.0196177669310042,0.0292895870674293,1.17473499079402,1.26124243182848,112.575392138903,137.02906913812,24.4536769992168,111.769903740793,113.385944407353,132.330390116656,141.867306539524,19.6177669310042,29.2895870674293,16.6963885773751,32.2109654210584,FALSE,"broad","HC0"
44,53779,0.117888443572337,0.143051668671284,0.0251632250989467,1.2134494640563,0.000510717367225357,0.00299688365562568,0.00303989431032737,0.0213912572324853,0.116891131844195,0.118893118762078,0.137277741528545,0.149026497965318,0.0192051417338968,0.0311213084639966,1.16362601738166,1.26540622143512,117.888443572337,143.051668671284,25.1632250989467,116.891131844195,118.893118762078,137.277741528545,149.026497965318,19.2051417338968,31.1213084639966,15.605857312504,34.7205928853894,FALSE,"broad","HC0"
15,40161,0.0804086111104533,0.066540776669698,-0.0138678344407554,0.827532968804724,0.000504696028530469,0.00212536343328347,0.00218409139714585,0.0325469459001734,0.0794249611215567,0.0814033660285048,0.0624942891915402,0.0708294780318598,-0.018148574918105,-0.00958709396340572,0.776392433900434,0.882042102108612,80.4086111104533,66.540776669698,-13.8678344407554,79.4249611215567,81.4033660285048,62.4942891915402,70.8294780318598,-18.148574918105,-9.58709396340572,-20.7345747385391,-7.00109414297166,FALSE,"broad","model"
16,98382,0.0797362944098456,0.0660678114750006,-0.0136684829348451,0.82857890455018,0.000393099318557494,0.00165445008508076,0.00170000615841157,0.025516005885915,0.0789692257902909,0.0805101626515322,0.0628981603021995,0.0693853653296876,-0.0170004337788281,-0.0103365320908621,0.788160396187316,0.871070158290992,79.7362944098456,66.0678114750006,-13.6684829348451,78.9692257902909,80.5101626515322,62.8981603021995,69.3853653296876,-17.0004337788281,-10.3365320908621,-19.0132687847871,-8.32369708490312,FALSE,"broad","model"
17,195994,0.0810983548217847,0.0673480240531937,-0.013750330768591,0.830448708869525,0.000297161069477097,0.00124844954199986,0.00128307628933598,0.018892830456924,0.0805178333765893,0.0816826899204642,0.0649419648718161,0.069836568410658,-0.0162651140851068,-0.0112355474520752,0.800260180602203,0.861776050813995,81.0983548217847,67.3480240531938,-13.750330768591,80.5178333765893,81.6826899204642,64.9419648718161,69.836568410658,-16.2651140851068,-11.2355474520752,-17.784297329069,-9.71636420811293,FALSE,"broad","model"
18,369890,0.0833504837722074,0.0694448935694906,-0.0139055902027168,0.833167252625431,0.000215109118901819,0.000897084053194999,0.00092244287658626,0.0131723437632046,0.0829298458214193,0.0837730603906107,0.0677071058300151,0.0712238763364225,-0.0157135450186214,-0.0120976353868122,0.81193240052289,0.854957469858771,83.3504837722074,69.4448935694906,-13.9055902027168,82.9298458214193,83.7730603906107,67.7071058300151,71.2238763364225,-15.7135450186214,-12.0976353868122,-16.8057324226513,-11.0054479827823,FALSE,"broad","model"
19,635199,0.0858796288543221,0.0718727932604812,-0.014006835593841,0.836901535548077,0.000159654472177619,0.000628978916312055,0.000648229018188648,0.00893838003217971,0.0855672279256833,0.0861930628331847,0.0706497289025877,0.0731153651185546,-0.0152773411232245,-0.0127363300644575,0.822367619622519,0.851692313133909,85.8796288543221,71.8727932604812,-14.006835593841,85.5672279256833,86.1930628331847,70.6497289025877,73.1153651185546,-15.2773411232245,-12.7363300644575,-16.0448548485322,-11.9688163391497,FALSE,"broad","model"
20,834055,0.0855696360585358,0.0719961642749592,-0.0135734717835766,0.841375137153893,0.000131855779276971,0.000478615918477866,0.000496178433728354,0.00682088299059725,0.0853115569639153,0.085828422619502,0.071063713007874,0.0729398898631638,-0.0145459636435896,-0.0126009799235635,0.830201910059279,0.852698738515532,85.5696360585358,71.9961642749593,-13.5734717835766,85.3115569639154,85.828422619502,71.063713007874,72.9398898631639,-14.5459636435896,-12.6009799235635,-15.1334469980873,-12.0134965690658,FALSE,"broad","model"
21,972880,0.084283899450285,0.0714129603846293,-0.0128709390656557,0.847290655159499,0.000126292310779293,0.000447485487652115,0.0004653080145918,0.00644693821573267,0.0840367008626664,0.0845317580796411,0.0705408611329059,0.0722950028039671,-0.0137829260159735,-0.011958952115338,0.836651844419085,0.858064748329188,84.283899450285,71.4129603846293,-12.8709390656557,84.0367008626664,84.5317580796411,70.5408611329059,72.2950028039671,-13.7829260159735,-11.958952115338,-14.3338582909476,-11.4080198403639,FALSE,"broad","model"
22,1121260,0.0832373074206987,0.0711798882687958,-0.0120574191519029,0.855144051080819,0.000121663339890224,0.000439069993452527,0.000456194008783814,0.00634629496168283,0.082999161994468,0.0834760739441089,0.0703241156610421,0.0720452677306183,-0.0129515429790821,-0.0111632953247236,0.844573212653476,0.865847196125733,83.2373074206987,71.1798882687958,-12.0574191519029,82.999161994468,83.4760739441089,70.3241156610421,72.0452677306183,-12.9515429790821,-11.1632953247236,-13.4916841225982,-10.6231541812075,FALSE,"broad","model"
23,1242664,0.082501780615523,0.0713869580455141,-0.0111148225700089,0.86527778567827,0.000110002528949723,0.000406140778083401,0.000421391193982223,0.00585098143259446,0.0822864358435097,0.0827176381516458,0.0705950221909319,0.0721870878284961,-0.0119407341336164,-0.0102889110064014,0.855411707268569,0.875257656665696,82.501780615523,71.3869580455141,-11.1148225700089,82.2864358435097,82.7176381516458,70.5950221909319,72.1870878284961,-11.9407341336164,-10.2889110064014,-12.4396681770335,-9.78997696298426,FALSE,"broad","model"
24,1360984,0.0820387023727453,0.0720209967532721,-0.0100177056194732,0.877890491563879,9.51689647158415e-05,0.000359135414080454,0.000372192960634586,0.005127824150824,0.0818523676238178,0.0822254233194804,0.0713202692517473,0.0727280697953419,-0.0107471904176163,-0.00928822082133005,0.869111573784373,0.886758085411802,82.0387023727453,72.0209967532721,-10.0177056194732,81.8523676238178,82.2254233194804,71.3202692517473,72.7280697953419,-10.7471904176163,-9.28822082133005,-11.1878729506942,-8.84753828825216,FALSE,"broad","model"
25,1485728,0.0818334791164876,0.0731058068668605,-0.00872767224962713,0.893348390611579,8.488353510848e-05,0.000329412084603169,0.000340841881238986,0.00463204077611632,0.0816672644124061,0.082000001905107,0.07246279136473,0.0737540746028801,-0.00939571006127842,-0.00805963443797584,0.885274712779302,0.901495700134448,81.8334791164876,73.1058068668605,-8.72767224962713,81.6672644124061,82.000001905107,72.46279136473,73.7540746028801,-9.39571006127842,-8.05963443797584,-9.79927240525004,-7.65607209400422,FALSE,"broad","model"
26,1599762,0.081626144732375,0.0744330355396437,-0.00719310919273138,0.911877386634942,8.41365497156958e-05,0.000338347529934897,0.000349296768816463,0.00466900571923275,0.0814613918203635,0.0817912011811737,0.0737725971053482,0.0750989070665866,-0.00787771827952786,-0.0065085001059349,0.903570786098864,0.920260350432789,81.6261447323751,74.4330355396437,-7.19310919273138,81.4613918203635,81.7912011811737,73.7725971053482,75.0989070665866,-7.87771827952786,-6.5085001059349,-8.29129134822726,-6.09492703723549,FALSE,"broad","model"
27,1705131,0.0813400315057868,0.075961515301427,-0.00537851620435979,0.933876148007428,8.83811532711399e-05,0.000368013137706707,0.000379025966667709,0.00497185447488481,0.0811669756622762,0.0815134235881032,0.0752433584621476,0.076685958150034,-0.00612139344823398,-0.00463563896048561,0.924820042449927,0.943020933571962,81.3400315057868,75.961515301427,-5.37851620435979,81.1669756622762,81.5134235881032,75.2433584621476,76.685958150034,-6.12139344823398,-4.63563896048561,-6.57016637185037,-4.18686603686922,FALSE,"broad","model"
28,1801255,0.0808553569713606,0.0775857274084448,-0.00326962956291584,0.959561992112978,8.8805188442932e-05,0.000381643695569041,0.000392312224049454,0.005045977241411,0.0806814727736777,0.0810295828919884,0.076841014245418,0.0783370455841333,-0.00403854739274757,-0.0025007117330841,0.950118761103156,0.9690990794022,80.8553569713607,77.5857274084448,-3.26962956291584,80.6814727736777,81.0295828919884,76.8410142454181,78.3370455841333,-4.03854739274757,-2.5007117330841,-4.50305146170355,-2.03620766412813,FALSE,"broad","model"
29,1867931,0.0804585159912372,0.079523725530963,-0.000934790460274226,0.988381708899825,8.39793282865975e-05,0.000373234789561704,0.000383008045125787,0.00481353403296562,0.0802940730856184,0.0806232661544012,0.0787952658804702,0.0802583330281911,-0.00168547243450986,-0.000184108486038592,0.979100815074803,0.997750576290864,80.4585159912372,79.523725530963,-0.934790460274226,80.2940730856184,80.6232661544012,78.7952658804702,80.2583330281911,-1.68547243450986,-0.184108486038592,-2.13896020393856,0.26937928339011,FALSE,"broad","model"
30,1891101,0.0801497613630417,0.0817095585876157,0.00155979722457396,1.0194610339201,7.70530876997914e-05,0.000356777011130085,0.000365416176485534,0.00447613903988169,0.079998869910066,0.0803009125814354,0.0810130088634301,0.0824115601785046,0.000843594679293979,0.00227599976985394,1.01055634741236,1.02844418556439,80.1497613630417,81.7095585876157,1.55979722457396,79.998869910066,80.3009125814354,81.0130088634301,82.4115601785046,0.843594679293979,2.27599976985394,0.410935969127285,2.70865848002063,FALSE,"broad","model"
31,1886171,0.0796934524330429,0.0838239644202355,0.00413051198719258,1.05183000436156,7.25735945533552e-05,0.000352967098989869,0.000360734169779138,0.00431296126349267,0.0795513266998816,0.0798358100628487,0.0831347501245762,0.0845183658180777,0.00342348600643251,0.00483753796795265,1.04297609855627,1.06075907166683,79.6934524330429,83.8239644202355,4.13051198719258,79.5513266998816,79.8358100628487,83.1347501245762,84.5183658180777,3.42348600643251,4.83753796795265,2.99637086853474,5.26465310585042,FALSE,"broad","model"
