measure,estimate,lower,upper,pooling_scale_se,target_n,estimate_per1000,lower_per1000,upper_per1000,family,scenario,covariance,years,fit_n,reference_n,events,A0,A1,source_receipt,source_receipt_sha256,formula,GH_required,GH_adjusted,interpretation
rd,0.00347091086098224,0.003114641688055,0.00382718003390947,0.00018177332631489,1236303,3.47091086098224,3.114641688055,3.82718003390947,linked,infant_main,HC0,"2018,2019,2020,2021,2022,2023",1236303,1236303,10594,307169,929134,age45_revision/outputs/models/linked_infant_main/receipt.json,41f3c1373b27d9144221dd93c4a289e6b6a88fc0fef448938ec7efe5bec9c7c6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
rr,1.58655791171799,1.50336961836432,1.67434939251577,0.0274789912858266,1236303,,,,linked,infant_main,HC0,"2018,2019,2020,2021,2022,2023",1236303,1236303,10594,307169,929134,age45_revision/outputs/models/linked_infant_main/receipt.json,41f3c1373b27d9144221dd93c4a289e6b6a88fc0fef448938ec7efe5bec9c7c6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
risk0,0.00591742228966981,0.00563687103193258,0.00621184956259457,0.00014662461957314,1236303,5.91742228966981,5.63687103193258,6.21184956259457,linked,infant_main,model,"2018,2019,2020,2021,2022,2023",1236303,1236303,10594,307169,929134,age45_revision/outputs/models/linked_infant_main/receipt.json,41f3c1373b27d9144221dd93c4a289e6b6a88fc0fef448938ec7efe5bec9c7c6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
risk1,0.00938833315065205,0.00919292127127109,0.00958785866099624,0.00010074403899299,1236303,9.38833315065205,9.19292127127109,9.58785866099624,linked,infant_main,model,"2018,2019,2020,2021,2022,2023",1236303,1236303,10594,307169,929134,age45_revision/outputs/models/linked_infant_main/receipt.json,41f3c1373b27d9144221dd93c4a289e6b6a88fc0fef448938ec7efe5bec9c7c6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
rd,0.00347091086098224,0.00311566960389995,0.00382615211806452,0.000181248869818214,1236303,3.47091086098224,3.11566960389995,3.82615211806452,linked,infant_main,model,"2018,2019,2020,2021,2022,2023",1236303,1236303,10594,307169,929134,age45_revision/outputs/models/linked_infant_main/receipt.json,41f3c1373b27d9144221dd93c4a289e6b6a88fc0fef448938ec7efe5bec9c7c6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
rr,1.58655791171799,1.50360152210313,1.67409115396088,0.027400293883718,1236303,,,,linked,infant_main,model,"2018,2019,2020,2021,2022,2023",1236303,1236303,10594,307169,929134,age45_revision/outputs/models/linked_infant_main/receipt.json,41f3c1373b27d9144221dd93c4a289e6b6a88fc0fef448938ec7efe5bec9c7c6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
risk0,0.00285585002989749,0.00264028879954811,0.00308895582986131,0.000114341936171552,947691,2.85585002989749,2.64028879954811,3.08895582986131,linked,neonatal_later,HC0,"2019,2020,2021,2022,2023",947691,947691,3667,233241,714450,age45_revision/outputs/models/linked_neonatal_later/receipt.json,9a1621c0a22aeb66ec35be6513fb15b56cb4cb0cc0644a2756c6b74d7029a23d,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
risk1,0.0041996154254439,0.00404955648652361,0.00435521057980213,7.7957505728256e-05,947691,4.1996154254439,4.04955648652361,4.35521057980213,linked,neonatal_later,HC0,"2019,2020,2021,2022,2023",947691,947691,3667,233241,714450,age45_revision/outputs/models/linked_neonatal_later/receipt.json,9a1621c0a22aeb66ec35be6513fb15b56cb4cb0cc0644a2756c6b74d7029a23d,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
rd,0.00134376539554641,0.0010665087250427,0.00162102206605012,0.000141460084313117,947691,1.34376539554641,1.0665087250427,1.62102206605012,linked,neonatal_later,HC0,"2019,2020,2021,2022,2023",947691,947691,3667,233241,714450,age45_revision/outputs/models/linked_neonatal_later/receipt.json,9a1621c0a22aeb66ec35be6513fb15b56cb4cb0cc0644a2756c6b74d7029a23d,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
rr,1.47053079870396,1.3465554514452,1.6059203708366,0.0449363404269547,947691,,,,linked,neonatal_later,HC0,"2019,2020,2021,2022,2023",947691,947691,3667,233241,714450,age45_revision/outputs/models/linked_neonatal_later/receipt.json,9a1621c0a22aeb66ec35be6513fb15b56cb4cb0cc0644a2756c6b74d7029a23d,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
risk0,0.00285585002989749,0.00264071944310075,0.00308845231511905,0.000114104348103518,947691,2.85585002989749,2.64071944310075,3.08845231511905,linked,neonatal_later,model,"2019,2020,2021,2022,2023",947691,947691,3667,233241,714450,age45_revision/outputs/models/linked_neonatal_later/receipt.json,9a1621c0a22aeb66ec35be6513fb15b56cb4cb0cc0644a2756c6b74d7029a23d,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
risk1,0.0041996154254439,0.00404969870904928,0.00435505767483479,7.78822656355617e-05,947691,4.1996154254439,4.04969870904928,4.35505767483479,linked,neonatal_later,model,"2019,2020,2021,2022,2023",947691,947691,3667,233241,714450,age45_revision/outputs/models/linked_neonatal_later/receipt.json,9a1621c0a22aeb66ec35be6513fb15b56cb4cb0cc0644a2756c6b74d7029a23d,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
rd,0.00134376539554641,0.00106731110755553,0.00162021968353728,0.000141050697957468,947691,1.34376539554641,1.06731110755553,1.62021968353728,linked,neonatal_later,model,"2019,2020,2021,2022,2023",947691,947691,3667,233241,714450,age45_revision/outputs/models/linked_neonatal_later/receipt.json,9a1621c0a22aeb66ec35be6513fb15b56cb4cb0cc0644a2756c6b74d7029a23d,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
rr,1.47053079870396,1.34689250090244,1.60551850165327,0.0448086474678375,947691,,,,linked,neonatal_later,model,"2019,2020,2021,2022,2023",947691,947691,3667,233241,714450,age45_revision/outputs/models/linked_neonatal_later/receipt.json,9a1621c0a22aeb66ec35be6513fb15b56cb4cb0cc0644a2756c6b74d7029a23d,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
risk0,0.00276431110654003,0.00257885637689138,0.00296306292539033,9.79358262479157e-05,1236303,2.76431110654003,2.57885637689138,2.96306292539033,linked,neonatal_main,HC0,"2018,2019,2020,2021,2022,2023",1236303,1236303,4745,307169,929134,age45_revision/outputs/models/linked_neonatal_main/receipt.json,45a8a9b4d3fc3833d783fdb9bb6af1a003e5d84a93189f9d7f25860a9f4fc541,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
risk1,0.00419458037480882,0.0040625905558831,0.00433083977379209,6.84207205412037e-05,1236303,4.19458037480882,4.0625905558831,4.33083977379209,linked,neonatal_main,HC0,"2018,2019,2020,2021,2022,2023",1236303,1236303,4745,307169,929134,age45_revision/outputs/models/linked_neonatal_main/receipt.json,45a8a9b4d3fc3833d783fdb9bb6af1a003e5d84a93189f9d7f25860a9f4fc541,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
rd,0.00143026926826879,0.0011906655053136,0.00166987303122397,0.000122249064189521,1236303,1.43026926826879,1.1906655053136,1.66987303122397,linked,neonatal_main,HC0,"2018,2019,2020,2021,2022,2023",1236303,1236303,4745,307169,929134,age45_revision/outputs/models/linked_neonatal_main/receipt.json,45a8a9b4d3fc3833d783fdb9bb6af1a003e5d84a93189f9d7f25860a9f4fc541,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
rr,1.51740531841186,1.40370351877389,1.64031711080685,0.0397393702847083,1236303,,,,linked,neonatal_main,HC0,"2018,2019,2020,2021,2022,2023",1236303,1236303,4745,307169,929134,age45_revision/outputs/models/linked_neonatal_main/receipt.json,45a8a9b4d3fc3833d783fdb9bb6af1a003e5d84a93189f9d7f25860a9f4fc541,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
risk0,0.00276431110654003,0.0025794936968274,0.00296233111781003,9.75873807175579e-05,1236303,2.76431110654003,2.5794936968274,2.96233111781003,linked,neonatal_main,model,"2018,2019,2020,2021,2022,2023",1236303,1236303,4745,307169,929134,age45_revision/outputs/models/linked_neonatal_main/receipt.json,45a8a9b4d3fc3833d783fdb9bb6af1a003e5d84a93189f9d7f25860a9f4fc541,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
risk1,0.00419458037480882,0.00406277740097944,0.00433064065424775,6.83223077446091e-05,1236303,4.19458037480882,4.06277740097944,4.33064065424775,linked,neonatal_main,model,"2018,2019,2020,2021,2022,2023",1236303,1236303,4745,307169,929134,age45_revision/outputs/models/linked_neonatal_main/receipt.json,45a8a9b4d3fc3833d783fdb9bb6af1a003e5d84a93189f9d7f25860a9f4fc541,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
rd,0.00143026926826879,0.00119180791548112,0.00166873062105646,0.000121666191148728,1236303,1.43026926826879,1.19180791548112,1.66873062105646,linked,neonatal_main,model,"2018,2019,2020,2021,2022,2023",1236303,1236303,4745,307169,929134,age45_revision/outputs/models/linked_neonatal_main/receipt.json,45a8a9b4d3fc3833d783fdb9bb6af1a003e5d84a93189f9d7f25860a9f4fc541,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
rr,1.51740531841186,1.40422080760834,1.63971284848445,0.0395513825067189,1236303,,,,linked,neonatal_main,model,"2018,2019,2020,2021,2022,2023",1236303,1236303,4745,307169,929134,age45_revision/outputs/models/linked_neonatal_main/receipt.json,45a8a9b4d3fc3833d783fdb9bb6af1a003e5d84a93189f9d7f25860a9f4fc541,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5",FALSE,FALSE,Observed linked death endpoint; unlinked deaths not corrected
