age,slope,kind,boundary,regular_delta,se_delta,delta_lower,delta_upper,status,model_id,covariance
31.8447753692294,0.0219771961410943,crossing,FALSE,TRUE,0.447249455052748,30.9681825452209,32.721368193238,regular_local_implicit_delta_secondary,primary_main,HC0
31.8447753692294,0.0219771961410943,crossing,FALSE,TRUE,0.444778785733867,30.9730249681036,32.7165257703553,regular_local_implicit_delta_secondary,primary_main,model
29.3800302864542,0.0350845220165153,crossing,FALSE,TRUE,0.151943308036314,29.0822268750111,29.6778336978972,regular_local_implicit_delta_secondary,broad_main,HC0
29.3800302864542,0.0350845220165153,crossing,FALSE,TRUE,0.151134599956055,29.0838119137224,29.6762486591859,regular_local_implicit_delta_secondary,broad_main,model
28.5746408144935,0.0276227966837999,crossing,FALSE,TRUE,0.173095076968631,28.2353806977337,28.9139009312532,regular_local_implicit_delta_secondary,prepregnancy_main,HC0
28.5746408144935,0.0276227966837999,crossing,FALSE,TRUE,0.172314996446481,28.2369096274622,28.9123720015247,regular_local_implicit_delta_secondary,prepregnancy_main,model
33.0151303424524,0.0230147648764328,crossing,FALSE,TRUE,0.47195568070334,32.0901142059748,33.9401464789301,regular_local_implicit_delta_secondary,primary_core_same_cc,HC0
33.0151303424524,0.0230147648764328,crossing,FALSE,TRUE,0.469484398086267,32.0949578308999,33.935302854005,regular_local_implicit_delta_secondary,primary_core_same_cc,model
31.5803106581932,0.0228927446006256,crossing,FALSE,TRUE,0.419961416892995,30.7572014061865,32.4034199101999,regular_local_implicit_delta_secondary,primary_augmented_same_cc,HC0
31.5803106581932,0.0228927446006256,crossing,FALSE,TRUE,0.417877409252408,30.7612859861056,32.3993353302808,regular_local_implicit_delta_secondary,primary_augmented_same_cc,model
32.8005190273235,0.0243923918680812,crossing,FALSE,TRUE,0.430047897059422,31.9576406374599,33.6433974171872,regular_local_implicit_delta_secondary,primary_core_available,HC0
32.8005190273235,0.0243923918680812,crossing,FALSE,TRUE,0.427755122618402,31.9621343927889,33.6389036618581,regular_local_implicit_delta_secondary,primary_core_available,model
31.7210430664116,0.024091234058212,crossing,FALSE,TRUE,0.464584351704391,30.8104744692901,32.6316116635331,regular_local_implicit_delta_secondary,primary_recent,HC0
31.7210430664116,0.024091234058212,crossing,FALSE,TRUE,0.462569719341501,30.8144230761635,32.6276630566598,regular_local_implicit_delta_secondary,primary_recent,model
35.3673696479016,0.0119271531398069,crossing,FALSE,TRUE,2.39586658712368,30.6715574253763,40.0631818704269,regular_local_implicit_delta_secondary,primary_historical,HC0
35.3673696479016,0.0119271531398069,crossing,FALSE,TRUE,2.37998800809787,30.7026788683926,40.0320604274107,regular_local_implicit_delta_secondary,primary_historical,model
