model_id,label,contrast_group,family,covariance,fit_n,reference_n,fitted_null_ages,n_isolated_roots,has_zero_intervals,unique_regular_interior_root,full_95_fixed_null_age_set,fixed_null_age_set_components,full_95_simultaneous_outer_set,simultaneous_outer_set_components,simultaneous_strict_negative_intervals,simultaneous_strict_positive_intervals,simultaneous_reversal,omnibus_age_interaction_statistic,omnibus_df,omnibus_p,omnibus_log_p,age_knots,comparison,formula
reporting_years_shared_augmented_live,reporting_years shared_augmented live,within_prepregnancy_smokers,original_16_models,HC0,775416,775416,30.289403,1,FALSE,TRUE,"[15.000, 16.106] U [28.848, 31.848] U [39.989, 45.000]",3,"[15.000, 17.476] U [27.816, 34.327] U [38.092, 45.000]",3,"(17.476, 27.816)","(34.327, 38.092)",TRUE,97.7614678394963,4,2.94645506400307e-20,-44.9710990853367,"21,27,35",Shared live reference within tier/period; root differences descriptive here; overlapping fits not independent,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5"
reporting_years_shared_augmented_live,reporting_years shared_augmented live,within_prepregnancy_smokers,original_16_models,model,775416,775416,30.289403,1,FALSE,TRUE,"[15.000, 16.123] U [28.847, 31.841] U [40.031, 45.000]",3,"[15.000, 17.488] U [27.815, 34.277] U [38.160, 45.000]",3,"(17.488, 27.815)","(34.277, 38.160)",TRUE,98.2493881090678,4,2.31989421418581e-20,-45.210180272576,"21,27,35",Shared live reference within tier/period; root differences descriptive here; overlapping fits not independent,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5"
reporting_years_shared_augmented_inclusive,reporting_years shared_augmented inclusive,within_prepregnancy_smokers,original_16_models,HC0,780604,775416,30.219233,1,FALSE,TRUE,"[15.000, 15.951] U [28.788, 31.732] U [39.957, 45.000]",3,"[15.000, 17.410] U [27.762, 33.969] U [38.140, 45.000]",3,"(17.410, 27.762)","(33.969, 38.140)",TRUE,97.8537822601482,4,2.81614939139993e-20,-45.016331372069,"21,27,35",Shared live reference within tier/period; root differences descriptive here; overlapping fits not independent,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5"
reporting_years_shared_augmented_inclusive,reporting_years shared_augmented inclusive,within_prepregnancy_smokers,original_16_models,model,780604,775416,30.219233,1,FALSE,TRUE,"[15.000, 15.969] U [28.786, 31.726] U [39.997, 45.000]",3,"[15.000, 17.422] U [27.760, 33.924] U [38.204, 45.000]",3,"(17.422, 27.760)","(33.924, 38.204)",TRUE,98.3298853484713,4,2.23016509257801e-20,-45.249626244603,"21,27,35",Shared live reference within tier/period; root differences descriptive here; overlapping fits not independent,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5"
age_spec_fewer_age_knots,"Two age knots (22,32)",within_prepregnancy_smokers,same_record_age_specification,HC0,1980559,1980559,31.773506,1,FALSE,TRUE,"[30.857, 32.896]",1,"[15.000, 15.924] U [30.406, 33.630] U [42.929, 45.000]",3,"(15.924, 30.406)","(33.630, 42.929)",TRUE,225.367804827004,3,1.38772484582862e-48,-110.196418859157,"22,32",Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison,"Y ~ A * splines::ns(age, knots = c(22, 32), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5"
age_spec_fewer_age_knots,"Two age knots (22,32)",within_prepregnancy_smokers,same_record_age_specification,model,1980559,1980559,31.773506,1,FALSE,TRUE,"[30.862, 32.891]",1,"[15.000, 15.934] U [30.412, 33.621] U [43.048, 45.000]",3,"(15.934, 30.412)","(33.621, 43.048)",TRUE,227.195146386321,3,5.58778227560459e-49,-111.106087078921,"22,32",Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison,"Y ~ A * splines::ns(age, knots = c(22, 32), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5"
age_spec_shifted_age_knots,"Shifted age knots (23,29,36)",within_prepregnancy_smokers,same_record_age_specification,HC0,1980559,1980559,31.886551,1,FALSE,TRUE,"[31.006, 32.850] U [42.530, 45.000]",2,"[15.000, 15.935] U [30.349, 33.795] U [40.731, 45.000]",3,"(15.935, 30.349)","(33.795, 40.731)",TRUE,225.772124111878,4,1.07319030708143e-47,-108.150863562983,"23,29,36",Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison,"Y ~ A * splines::ns(age, knots = c(23, 29, 36), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5"
age_spec_shifted_age_knots,"Shifted age knots (23,29,36)",within_prepregnancy_smokers,same_record_age_specification,model,1980559,1980559,31.886551,1,FALSE,TRUE,"[31.008, 32.844] U [42.571, 45.000]",2,"[15.000, 15.958] U [30.351, 33.779] U [40.776, 45.000]",3,"(15.958, 30.351)","(33.779, 40.776)",TRUE,227.742927273824,4,4.04076739244278e-48,-109.127649841155,"23,29,36",Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison,"Y ~ A * splines::ns(age, knots = c(23, 29, 36), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5"
age_spec_more_age_knots,"Four age knots (20,25,30,36)",within_prepregnancy_smokers,same_record_age_specification,HC0,1980559,1980559,31.984076,1,FALSE,TRUE,"[15.000, 16.092] U [30.970, 32.948] U [42.315, 45.000]",3,"[15.000, 17.170] U [30.121, 33.985] U [40.498, 45.000]",3,"(17.170, 30.121)","(33.985, 40.498)",TRUE,226.014314233377,5,7.64521524238161e-47,-106.187419377075,"20,25,30,36",Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison,"Y ~ A * splines::ns(age, knots = c(20, 25, 30, 36), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5"
age_spec_more_age_knots,"Four age knots (20,25,30,36)",within_prepregnancy_smokers,same_record_age_specification,model,1980559,1980559,31.984076,1,FALSE,TRUE,"[15.000, 16.110] U [30.972, 32.943] U [42.346, 45.000]",3,"[15.000, 17.186] U [30.124, 33.967] U [40.537, 45.000]",3,"(17.186, 30.124)","(33.967, 40.537)",TRUE,227.999446380352,5,2.87058593124939e-47,-107.166983204556,"20,25,30,36",Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison,"Y ~ A * splines::ns(age, knots = c(20, 25, 30, 36), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5"
age_spec_age_by_bmi_nuisance,Original age spline plus age-by-BMI nuisance interaction,within_prepregnancy_smokers,same_record_age_specification,HC0,1980559,1980559,31.857815,1,FALSE,TRUE,"[15.000, 15.159] U [31.018, 32.900] U [42.824, 45.000]",3,"[15.000, 16.586] U [30.447, 33.930] U [40.671, 45.000]",3,"(16.586, 30.447)","(33.930, 40.671)",TRUE,220.921256334318,4,1.18762739182687e-46,-105.746956749225,"21,27,35",Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5 + splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE):splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE)"
age_spec_age_by_bmi_nuisance,Original age spline plus age-by-BMI nuisance interaction,within_prepregnancy_smokers,same_record_age_specification,model,1980559,1980559,31.857815,1,FALSE,TRUE,"[15.000, 15.193] U [31.021, 32.895] U [42.854, 45.000]",3,"[15.000, 16.614] U [30.451, 33.919] U [40.704, 45.000]",3,"(16.614, 30.451)","(33.919, 40.704)",TRUE,222.050971893262,4,6.78517321855237e-47,-106.306759548127,"21,27,35",Same primary complete-case records and age-specific reference; only stated outcome-model terms differ; descriptive comparison,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prior_preterm + prior_cesarean + nativity + prepreg_dose5 + splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE):splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE)"
